Species	South_China_Sea	Sunda_Shelf	Java_Transitional	South_Kuroshio	Tropical_Northwestern_Pacific	Western_Coral_Triangle	Eastern_Coral_Triangle	Sahul_Shelf	Northeast_Australian_Shelf	Northwest_Australian_Shelf	Tropical_Southwestern_Pacific	Lord_Howe_and_Norfolk_Islands	Hawaii	Marshall_Gilbert_and_Ellis_Islands	Central_Polynesia	Southeast_Polynesia	Marquesas	Easter_Island
Ptereleotris grammica	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0
Ptereleotris hanae	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0
Ptereleotris heteroptera	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0
Ptereleotris kallista	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ptereleotris lineopinnis	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptereleotris melanopogon	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
Ptereleotris microlepis	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0
Ptereleotris monoptera	0	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0
Ptereleotris uroditaenia	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0
Ptereleotris zebra	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
Pterocaesio chrysozona	0	1	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0
Pterocaesio digramma	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0
Pterocaesio flavifasciata	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Pterocaesio lativittata	0	0	1	0	1	1	1	0	0	0	1	0	0	1	1	0	0	0
Pterocaesio marri	0	1	0	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0
Pterocaesio pisang	0	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	0	0
Pterocaesio randalli	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Pterocaesio tessellata	0	1	0	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0
Pterocaesio tile	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0
Pterocaesio trilineata	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0
Pterogobius elapoides	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pterogobius virgo	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pterogobius zonoleucus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pteroidichthys amboinensis	0	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
Pteroidichthys godfreyi	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
Pterois andover	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Pterois antennata	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
Pterois lunulata	1	1	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0
Pterois miles	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Pterois mombasae	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
Pterois radiata	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0
Pterois russelii	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
Pterois sphex	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Pterois volitans	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
Pygoplites diacanthus	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0
Quisquilius malayanus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rabaulichthys altipinnis	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Rabaulichthys squirei	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Rabaulichthys suzukii	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rachycentron canadum	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0
Rainfordia opercularis	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
Rastrelliger kanagurta	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0
Redigobius leveri	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Remora remora	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Rhabdamia cypselurus	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0
Rhabdamia gracilis	0	1	0	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0
Rhabdamia mentalis	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Rhabdamia spilota	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Rhabdoblennius nigropunctatus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Rhabdoblennius nitidus	1	1	0	1	1	1	1	0	1	0	1	0	0	1	1	1	1	0
Rhabdoblennius papuensis	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Rhabdoblennius rhabdotrachelus	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	1
Rhabdoblennius snowi	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0
Rhabdosargus sarba	1	1	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0
Rhina ancylostoma	1	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0
Rhinecanthus aculeatus	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
Rhinecanthus lunula	0	0	0	0	0	1	1	0	1	0	1	1	0	0	1	1	0	0
Rhinecanthus rectangulus	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
Rhinecanthus verrucosus	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0
Rhinomuraena quaesita	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	0
Rhinopias aphanes	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0
Rhinopias argoliba	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhinopias cea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
Rhinopias eschmeyeri	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0
Rhinopias frondosa	0	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
Rhinopias xenops	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Rhinoptera javanica	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
Rhinoptera neglecta	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0
Rhizoprionodon oligolinx	1	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
Rhynchobatus djiddensis	0	0	0	0	1	1	1	0	1	0	1	0	0	0	1	0	0	0
Rhynchobatus palpebratus	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Rhynchopelates oxyrhynchus	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Rhynchostracion nasus	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0
Richardsonichthys leucogaster	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0
Roa australis	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0
Roa excelsa	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Rogadius serratus	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0
Rogadius welanderi	0	0	0	0	1	1	1	0	0	0	1	0	0	1	1	0	0	0
Rotuma lewisi	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0
Rudarius excelsus	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0
Rudarius minutus	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0
Ryukyupercis gushikeni	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0
Sacura margaritacea	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Salarias alboguttatus	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0
Salarias ceramensis	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0
Salarias fasciatus	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0
Salarias guttatus	0	1	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0
Salarias luctuosus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salarias nigrocinctus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Salarias obscurus	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Salarias patzneri	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Salarias ramosus	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Salarias segmentatus	0	1	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0
Salarias sexfilum	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
Salarias sibogai	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Salarias sinuosus	0	1	0	1	0	1	1	1	1	0	1	0	0	1	0	0	0	0
Samaris cristatus	1	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0
Samariscus corallinus	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Samariscus triocellatus	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
Sardinella albella	1	1	0	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0
Sardinella aurita	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Sardinella gibbosa	0	1	0	0	0	1	1	0	1	1	1	0	0	0	1	1	0	0
Sardinella jussieu	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sargocentron caudimaculatum	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0
Sargocentron cornutum	0	1	0	1	0	1	1	1	1	1	1	0	0	0	1	0	0	0
Sargocentron diadema	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
Sargocentron dorsomaculatum	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Sargocentron ensifer	1	1	0	1	1	0	0	0	0	0	1	0	1	0	1	1	0	0
Sargocentron hormion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Sargocentron inaequalis	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Sargocentron iota	0	0	1	0	0	1	1	0	0	0	1	0	1	0	1	1	0	0
Sargocentron ittodai	0	1	1	1	1	1	1	0	1	0	1	0	0	0	1	1	1	0
Sargocentron lepros	0	0	1	0	0	0	1	0	0	1	1	0	0	1	1	1	0	0
Sargocentron megalops	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Sargocentron melanospilos	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0
Sargocentron microstoma	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0
Sargocentron praslin	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0
Sargocentron punctatissimum	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
Sargocentron rubrum	1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0
Sargocentron shimizui	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Sargocentron spiniferum	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0
Sargocentron spinosissimum	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Sargocentron tiere	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0
Sargocentron tiereoides	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	0	0
Sargocentron violaceum	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0
Sargocentron wilhelmi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Sargocentron xantherythrum	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Saurida flamma	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
Saurida gracilis	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
Saurida nebulosa	0	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0
Saurida tumbil	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0
Saurida undosquamis	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0
Scaevius milii	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
Scartella cristata	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scarus altipinnis	0	1	0	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0
Scarus chameleon	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0
Scarus dimidiatus	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0
Scarus dubius	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Scarus festivus	0	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	0	0
Scarus flavipectoralis	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0
Scarus forsteni	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0
Scarus frenatus	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0
Scarus fuscocaudalis	0	1	0	1	1	1	1	1	0	0	1	0	0	1	1	0	0	0
Scarus ghobban	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0
Scarus globiceps	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0
Scarus gracilis	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scarus hypselopterus	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0
Scarus koputea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Scarus longipinnis	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	1	0	0
Scarus maculipinna	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scarus niger	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0
Scarus obishime	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
Scarus oviceps	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0
Scarus ovifrons	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Scarus prasiognathos	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0
Scarus psittacus	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
Scarus quoyi	0	1	0	1	1	1	1	1	1	0	1	0	0	0	0	1	0	0
Scarus rivulatus	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0
Scarus rubroviolaceus	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
Scarus russelii	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scarus scaber	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Scarus schlegeli	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0
Scarus spinus	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0
Scarus tricolor	0	1	1	0	1	1	1	1	1	0	1	0	0	1	1	1	0	0
Scarus viridifucatus	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Scarus xanthopleura	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0
Schindleria pietschmanni	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0
Schindleria praematura	0	0	1	0	0	1	1	0	1	1	0	0	1	0	0	0	0	0
Schismorhynchus labialis	0	0	0	0	0	1	1	0	1	0	1	0	1	1	1	1	0	1
Schuettea scalaripinnis	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Schultzidia johnstonensis	0	0	1	0	1	1	1	0	1	0	1	0	1	1	1	1	1	0
Schultzidia retropinnis	0	0	0	0	1	1	1	0	0	0	1	0	0	1	1	0	0	0
Scobinichthys granulatus	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
Scolecenchelys acutirostris	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Scolecenchelys australis	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0
Scolecenchelys cookei	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Scolecenchelys godeffroyi	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
Scolecenchelys gymnota	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0
Scolecenchelys laticaudata	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0
Scolecenchelys macroptera	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0
Scolecenchelys nicholsae	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Scolecenchelys puhioilo	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Scolecenchelys vermiformis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Scoliodon laticaudus	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scolopsis affinis	0	1	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0
Scolopsis aurata	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Scolopsis bilineata	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0
Scolopsis ciliata	0	1	0	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0
Scolopsis lineata	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0
Scolopsis margaritifera	0	1	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0
Scolopsis monogramma	0	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0
Scolopsis temporalis	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0
Scolopsis trilineata	0	1	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0
Scolopsis vosmeri	0	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
Scolopsis xenochroa	0	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0
Scomber australasicus	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0
Scomberoides commersonnianus	1	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0
Scomberoides lysan	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0
Scomberoides tala	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
Scomberoides tol	0	1	0	1	0	1	1	1	1	1	1	0	0	0	0	1	1	0
Scomberomorus commerson	1	1	0	1	0	1	1	1	1	1	1	0	0	1	1	0	0	0
Scomberomorus munroi	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
Scomberomorus queenslandicus	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0
Scomberomorus semifasciatus	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
Scorpaena brevispina	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scorpaena cardinalis	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Scorpaena colorata	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Scorpaena cookii	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Scorpaena gasta	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Scorpaena grandisquamis	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0
Scorpaena hatizyoensis	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scorpaena izensis	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
Scorpaena miostoma	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scorpaena moultoni	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Scorpaena neglecta	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scorpaena onaria	1	1	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0
Scorpaena orgila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Scorpaena pascuensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Scorpaena sumptuosa	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Scorpaenodes albaiensis	0	1	1	0	0	1	1	1	1	1	1	0	0	0	1	1	0	0
Scorpaenodes corallinus	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
Scorpaenodes englerti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Scorpaenodes evides	0	0	0	1	1	1	0	1	0	1	0	1	1	0	0	1	1	0
Scorpaenodes guamensis	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
Scorpaenodes hirsutus	0	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0
Scorpaenodes kelloggi	0	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0
Scorpaenodes littoralis	0	1	0	0	1	0	0	0	1	1	0	1	1	0	0	1	1	0
Scorpaenodes minor	0	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	0	0
Scorpaenodes muciparus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Scorpaenodes parvipinnis	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0
Scorpaenodes quadrispinosus	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0
Scorpaenodes scaber	0	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	0
Scorpaenodes smithi	1	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0
Scorpaenodes steenei	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Scorpaenodes varipinnis	0	1	1	1	1	1	1	0	1	1	1	0	0	0	1	0	0	0
Scorpaenopsis altirostris	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Scorpaenopsis brevifrons	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Scorpaenopsis cacopsis	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Scorpaenopsis cirrosa	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scorpaenopsis cotticeps	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0
Scorpaenopsis diabolus	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
Scorpaenopsis eschmeyeri	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0
Scorpaenopsis furneauxi	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
Scorpaenopsis macrochir	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0
Scorpaenopsis neglecta	1	1	0	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0
Scorpaenopsis obtusa	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0
Scorpaenopsis orientalis	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Scorpaenopsis oxycephala	0	1	1	1	1	1	1	1	0	0	1	0	0	1	1	0	1	0
Scorpaenopsis papuensis	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0
Scorpaenopsis pluralis	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Scorpaenopsis possi	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0
Scorpaenopsis pusilla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Scorpaenopsis ramaraoi	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
Scorpaenopsis venosa	0	1	0	1	0	1	1	1	1	1	1	0	0	1	1	0	0	0
Scorpaenopsis vittapinna	0	1	0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	0
Scorpis aequipinnis	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Scorpis lineolata	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Scorpis violacea	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Scuticaria okinawae	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0
Scuticaria tigrina	0	1	0	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0
Scyliorhinus torazame	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Sebastapistes ballieui	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
Sebastapistes bynoensis	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0
Sebastapistes coniorta	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0
Sebastapistes cyanostigma	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0
Sebastapistes fowleri	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
Sebastapistes galactacma	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	1	1	0
Sebastapistes mauritiana	0	1	1	0	1	1	1	0	1	0	1	0	0	1	1	1	1	0
Sebastapistes nuchalis	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0
Sebastapistes strongia	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0
Sebastapistes taeniophrys	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Sebastapistes tinkhami	0	0	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1	0
Sebastes cheni	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sebastes hubbsi	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sebastes inermis	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sebastes joyneri	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sebastes longispinis	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sebastes pachycephalus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sebastes paucispinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Sebastes schlegelii	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sebastes ventricosus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sebastiscus albofasciatus	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Sebastiscus marmoratus	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Sebastiscus tertius	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Selar boops	1	1	0	0	1	1	1	1	1	1	1	0	0	1	0	1	0	0
Selar crumenophthalmus	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
Selaroides leptolepis	1	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0
Semicossyphus reticulatus	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Seriola dumerili	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
Seriola hippos	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0
